\begin{table}
\begin{tabular}{ccccccccccccccccccccccccccc}
field_1 & ID & zbest_candels & gfit_n_h & SD_reliable & Irr_reliable & Compact_reliable & s14_RA & s14_Dec & visualHCPG_f_spheroid & visualHCPG_f_disk & visualHCPG_f_irr & visualHCPG_f_ps & field_2 & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR \\
GDS & 25340 & 1.54 & 4.71 & 0.75 & 0.5 & 0.0 & 53.06 & -27.69 & 0.59 & 0.65 & 0.26 & 0.05 & GDS & 10.33 & 1.539 & 5.94 & 0.2 & 11.3 & 0.066 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 \\
GDS & 25345 & 1.93 & 0.89 & 0.0 & 0.0 & 0.0 & 53.04 & -27.69 & 0.0 & 0.03 & 0.0 & 0.0 & GDS & 10.58 & 1.93 & 10.56 & 0.4 & 11.08 & 0.082 & 0.0916 & 43.6246404394 & 44.6210220912 & 1.27423460501 & 43.4177531089 & 45.0221913862 & -0.776769437611 \\
GDS & 25353 & 1.96 & 1.75 & 0.0 & 0.5 & 0.0 & 53.09 & -27.69 & 0.22 & 0.65 & 0.33 & 0.03 & GDS & 10.74 & 1.958 & 8.58 & 0.2 & 11.62 & 0.221 & 0.0194 & 43.4905466956 & 45.1942368546 & 1.84744936838 & 43.3722953298 & 44.9653691623 & -0.833591661519 \\
GDS & 25365 & 2.23 & 0.67 & 0.0 & 0.5 & 0.0 & 53.1 & -27.69 & 0.01 & 1.0 & 0.07 & 0.0 & GDS & 10.61 & 2.225 & 5.94 & 0.3 & 11.58 & 0.096 & 0.0489 & 43.8520538248 & 45.1409711474 & 1.79418366114 & 43.4948462466 & 45.1185578083 & -0.680403015524 \\
GDS & 25425 & 1.51 & 1.25 & 0.0 & 0.25 & 0.0 & 53.19 & -27.69 & 0.31 & 0.84 & 0.12 & 0.06 & GDS & 10.44 & 1.511 & 5.28 & 0.2 & 11.61 & 0.149 & 0.0194 & 43.4805466956 & 45.1842368546 & 1.83744936838 & 43.3689053298 & 44.9611316623 & -0.837829161519 \\
GDS & 25511 & 2.05 & 0.68 & 0.0 & 0.0 & 0.0 & 53.07 & -27.69 & 0.16 & 0.94 & 0.01 & 0.02 & GDS & 10.45 & 1.901 & 4.62 & 0.4 & 11.19 & 0.051 & 0.0916 & 43.7346404394 & 44.7310220912 & 1.38423460501 & 43.4550431089 & 45.0688038862 & -0.730156937611 \\
GDS & 25635 & 1.52 & 0.84 & 0.67 & 0.0 & 0.0 & 53.04 & -27.7 & 0.7 & 0.61 & 0.0 & 0.0 & GDS & 10.19 & 1.5225 & 4.62 & 0.2 & 11.11 & 0.064 & 0.0194 & 42.9805466956 & 44.6842368546 & 1.33744936838 & 43.1994053298 & 44.7492566623 & -1.04970416152 \\
GDS & 25651 & 1.4 & 2.39 & 0.0 & 0.17 & 0.0 & 53.06 & -27.7 & 0.14 & 0.92 & 0.39 & 0.0 & GDS & 9.91 & 1.403 & 5.28 & 0.2 & 11.59 & 0.039 & 0.0194 & 43.4605466956 & 45.1642368546 & 1.81744936838 & 43.3621253298 & 44.9526566623 & -0.846304161519 \\
GDS & 25715 & 1.57 & 2.27 & 0.67 & 0.0 & 0.0 & 53.09 & -27.69 & 0.8 & 0.41 & 0.0 & 0.07 & GDS & 10.25 & 1.574 & 5.28 & 0.3 & 11.23 & 0.089 & 0.0489 & 43.5020538248 & 44.7909711474 & 1.44418366114 & 43.3761962466 & 44.9702453083 & -0.828715515524 \\
GDS & 25746 & 1.96 & 0.72 & 0.0 & 0.33 & 0.33 & 53.1 & -27.7 & 0.38 & 0.71 & 0.31 & 0.1 & GDS & 10.18 & 1.958 & 5.28 & 0.2 & 11.2 & 0.084 & 0.0194 & 43.0705466956 & 44.7742368546 & 1.42744936838 & 43.2299153298 & 44.7873941623 & -1.01156666152 \\
GDS & 25783 & 0.97 & 0.68 & 0.0 & 0.0 & 0.0 & 53.1 & -27.7 & 0.0 & 1.0 & 0.01 & 0.0 & GDS & 10.08 & 0.968 & 4.62 & 0.1 & 10.5 & 0.058 & 0.0031 & 41.5741066595 & 44.0813965617 & 0.734609075465 & 42.7226221576 & 44.153277697 & -1.64568312682 \\
GDS & 25793 & 1.63 & 3.4 & 0.5 & 0.33 & 0.0 & 53.12 & -27.7 & 0.74 & 0.62 & 0.13 & 0.09 & GDS & 10.19 & 1.627 & 4.62 & 0.2 & 11.26 & 0.073 & 0.0194 & 43.1305466956 & 44.8342368546 & 1.48744936838 & 43.2502553298 & 44.8128191623 & -0.986141661519 \\
GDS & 25810 & 1.86 & 0.74 & 0.0 & 0.5 & 0.0 & 53.1 & -27.69 & 0.11 & 0.83 & 0.32 & 0.0 & GDS & 10.59 & 1.863 & 5.28 & 0.3 & 12.05 & 0.294 & 0.0489 & 44.3220538248 & 45.6109711474 & 2.26418366114 & 43.6541762466 & 45.3177203083 & -0.481240515524 \\
GDS & 25873 & 1.98 & 2.27 & 0.0 & 0.67 & 0.0 & 53.13 & -27.7 & 0.12 & 0.43 & 0.82 & 0.02 & GDS & 10.62 & 1.982 & 5.94 & 0.3 & 11.97 & 0.281 & 0.0489 & 44.2420538248 & 45.5309711474 & 2.18418366114 & 43.6270562466 & 45.2838203083 & -0.515140515524 \\
GDS & 25900 & 1.22 & 1.49 & 0.0 & 0.5 & 0.0 & 53.18 & -27.7 & 0.17 & 0.81 & 0.59 & 0.0 & GDS & 9.65 & 1.2199 & 5.28 & 0.1 & 10.74 & 0.049 & 0.0031 & 41.8141066595 & 44.3213965617 & 0.974609075465 & 42.8039821576 & 44.254977697 & -1.54398312682 \\
GDS & 25952 & 1.88 & 2.31 & 1.0 & 0.0 & 0.33 & 53.12 & -27.7 & 0.86 & 0.06 & 0.01 & 0.28 & GDS & 10.44 & 1.884 & 3.96 & 0.5 & 11.37 & 0.091 & 0.1475 & 44.121536986 & 44.8834393534 & 1.53665186713 & 43.5862010383 & 45.2327512978 & -0.566209525969 \\
GDS & 25961 & 1.55 & 2.65 & 0.0 & 0.0 & 0.0 & 53.1 & -27.7 & 0.25 & 1.0 & 0.01 & 0.11 & GDS & 10.04 & 1.552 & 5.94 & 0.1 & 10.75 & 0.03 & 0.0031 & 41.8241066595 & 44.3313965617 & 0.984609075465 & 42.8073721576 & 44.259215197 & -1.53974562682 \\
GDS & 25963 & 2.04 & 2.12 & 0.0 & 0.17 & 0.0 & 53.15 & -27.7 & 0.2 & 0.91 & 0.25 & 0.0 & GDS & 9.99 & 2.043 & 5.28 & 0.5 & 10.49 & 0.016 & 0.1475 & 43.241536986 & 44.0034393534 & 0.656651867131 & 43.2878810383 & 44.8598512978 & -0.939109525969 \\
GDS & 25992 & 1.52 & 2.13 & 0.0 & 0.0 & 0.0 & 53.2 & -27.7 & 0.0 & 0.25 & 0.0 & 0.0 & GDS & 10.45 & 1.525 & 10.56 & 0.5 & 12.1 & 0.205 & 0.1475 & 44.851536986 & 45.6134393534 & 2.26665186713 & 43.8336710383 & 45.5420887978 & -0.256872025969 \\
GDS & 26050 & 1.32 & 0.3 & 0.0 & 0.0 & 0.0 & 53.06 & -27.7 & 0.0 & 0.98 & 0.14 & 0.0 & GDS & 9.97 & 1.325 & 4.62 & 0.2 & 10.91 & 0.047 & 0.0194 & 42.7805466956 & 44.4842368546 & 1.13744936838 & 43.1316053298 & 44.6645066623 & -1.13445416152 \\
GDS & 26085 & 2.56 & 2.38 & 0.92 & 0.17 & 0.0 & 53.07 & -27.7 & 0.91 & 0.56 & 0.11 & 0.1 & GDS & 9.64 & 1.66 & 4.62 & 0.2 & 10.92 & 0.037 & 0.0194 & 42.7905466956 & 44.4942368546 & 1.14744936838 & 43.1349953298 & 44.6687441623 & -1.13021666152 \\
GDS & 26110 & 0.95 & 1.9 & 0.25 & 0.0 & 0.0 & 53.14 & -27.7 & 0.79 & 0.68 & 0.04 & 0.12 & GDS & 9.14 & 0.951 & 3.96 & 0.3 & 10.13 & 0.028 & 0.0489 & 42.4020538248 & 43.6909711474 & 0.344183661141 & 43.0032962466 & 44.5041203083 & -1.29484051552 \\
GDS & 26164 & 1.14 & 1.99 & 0.25 & 0.0 & 0.0 & 53.01 & -27.7 & 0.43 & 0.85 & 0.05 & 0.08 & GDS & 10.29 & 1.139 & 5.94 & 0.1 & 10.87 & 0.09 & 0.0031 & 41.9441066595 & 44.4513965617 & 1.10460907546 & 42.8480521576 & 44.310065197 & -1.48889562682 \\
GDS & 26177 & 1.43 & 0.63 & 0.0 & 1.0 & 0.0 & 53.11 & -27.7 & 0.05 & 0.02 & 1.0 & 0.0 & GDS & 10.48 & 1.433 & 4.62 & 0.3 & 11.59 & 0.23 & 0.0489 & 43.8620538248 & 45.1509711474 & 1.80418366114 & 43.4982362466 & 45.1227953083 & -0.676165515524 \\
GDS & 26195 & 1.55 & 0.75 & 0.25 & 0.75 & 0.0 & 53.13 & -27.7 & 0.27 & 0.46 & 0.94 & 0.0 & GDS & 10.65 & 1.5496 & 5.94 & 0.4 & 11.55 & 0.179 & 0.0916 & 44.0946404394 & 45.0910220912 & 1.74423460501 & 43.5770831089 & 45.2213538862 & -0.577606937611 \\
GDS & 26211 & 2.15 & 1.4 & 0.88 & 0.0 & 0.0 & 53.07 & -27.7 & 0.93 & 0.29 & 0.01 & 0.12 & GDS & 10.82 & 2.154 & 3.96 & 0.2 & 11.51 & 0.153 & 0.0194 & 43.3805466956 & 45.0842368546 & 1.73744936838 & 43.3350053298 & 44.9187566623 & -0.880204161519 \\
GDS & 26213 & 0.85 & 2.15 & 0.12 & 0.0 & 0.0 & 53.08 & -27.7 & 0.84 & 0.64 & 0.0 & 0.13 & GDS & 9.36 & 0.8479 & 3.96 & 0.1 & 10.79 & 0.036 & 0.0031 & 41.8641066595 & 44.3713965617 & 1.02460907546 & 42.8209321576 & 44.276165197 & -1.52279562682 \\
GDS & 26222 & 1.61 & 0.51 & 0.0 & 1.0 & 0.0 & 53.11 & -27.7 & 0.0 & 0.0 & 1.0 & 0.03 & GDS & 9.86 & 1.614 & 4.62 & 0.1 & 11.18 & 0.03 & 0.0031 & 42.2541066595 & 44.7613965617 & 1.41460907546 & 42.9531421576 & 44.441427697 & -1.35753312682 \\
GDS & 26300 & 1.04 & 0.3 & 0.0 & 0.5 & 0.0 & 53.14 & -27.69 & 0.1 & 0.85 & 0.21 & 0.02 & GDS & 10.02 & 1.005 & 4.62 & 0.3 & 10.78 & 0.067 & 0.0489 & 43.0520538248 & 44.3409711474 & 0.994183661141 & 43.2236462466 & 44.7795578083 & -1.01940301552 \\
GDS & 26355 & 1.76 & 1.19 & 0.12 & 0.0 & 0.0 & 53.03 & -27.7 & 0.28 & 1.0 & 0.0 & 0.05 & GDS & 10.23 & 1.765 & 5.28 & 0.2 & 11.24 & 0.108 & 0.0194 & 43.1105466956 & 44.8142368546 & 1.46744936838 & 43.2434753298 & 44.8043441623 & -0.994616661519 \\
GDS & 26398 & 1.11 & 0.51 & 0.0 & 0.0 & 0.0 & 53.19 & -27.7 & 0.0 & 0.95 & 0.19 & 0.01 & GDS & 10.01 & 1.111 & 5.94 & 0.1 & 11.03 & 0.117 & 0.0031 & 42.1041066595 & 44.6113965617 & 1.26460907546 & 42.9022921576 & 44.377865197 & -1.42109562682 \\
GDS & 26455 & 1.49 & 2.62 & 0.12 & 0.0 & 0.0 & 53.0 & -27.7 & 0.52 & 0.71 & 0.23 & 0.05 & GDS & 10.32 & 1.489 & 7.26 & 0.1 & 10.93 & 0.051 & 0.0031 & 42.0041066595 & 44.5113965617 & 1.16460907546 & 42.8683921576 & 44.335490197 & -1.46347062682 \\
GDS & 26464 & 1.6 & 1.71 & 0.12 & 0.0 & 0.0 & 53.13 & -27.7 & 0.3 & 0.86 & 0.18 & 0.04 & GDS & 9.84 & 1.6012 & 5.94 & 0.2 & 10.7 & 0.026 & 0.0194 & 42.5705466956 & 44.2742368546 & 0.927449368377 & 43.0604153298 & 44.5755191623 & -1.22344166152 \\
GDS & 26496 & 2.1 & 0.61 & 0.0 & 1.0 & 0.0 & 53.02 & -27.7 & 0.0 & 0.0 & 1.0 & 0.0 & GDS & 10.6 & 2.097 & 5.28 & 0.4 & 11.48 & 0.125 & 0.0916 & 44.0246404394 & 45.0210220912 & 1.67423460501 & 43.5533531089 & 45.1916913862 & -0.607269437611 \\
GDS & 26558 & 2.44 & 1.91 & 0.12 & 0.0 & 0.0 & 53.0 & -27.7 & 0.27 & 0.89 & 0.13 & 0.01 & GDS & 10.3 & 1.438 & 6.6 & 0.2 & 11.42 & 0.089 & 0.0194 & 43.2905466956 & 44.9942368546 & 1.64744936838 & 43.3044953298 & 44.8806191623 & -0.918341661519 \\
GDS & 26612 & 2.25 & 7.99 & 1.0 & 0.0 & 0.5 & 53.08 & -27.7 & 0.67 & 0.04 & 0.0 & 0.46 & GDS & 10.66 & 2.245 & 3.5 & 0.3 & 11.08 & 0.04 & 0.0489 & 43.3520538248 & 44.6409711474 & 1.29418366114 & 43.3253462466 & 44.9066828083 & -0.892278015524 \\
GDS & 26629 & 1.76 & 6.94 & 0.62 & 0.25 & 0.0 & 53.16 & -27.71 & 0.86 & 0.75 & 0.22 & 0.05 & GDS & 10.0 & 1.764 & 3.96 & 0.3 & 11.65 & 0.171 & 0.0489 & 43.9220538248 & 45.2109711474 & 1.86418366114 & 43.5185762466 & 45.1482203083 & -0.650740515524 \\
GDS & 26637 & 1.62 & 8.0 & 1.0 & 0.0 & 1.0 & 53.1 & -27.71 & 0.73 & 0.0 & 0.0 & 0.75 & GDS & 10.73 & 1.617 & 4.62 & 0.6 & 11.52 & 0.574 & 0.2166 & 44.438403418 & 44.9967285329 & 1.64994104668 & 43.6936187587 & 45.3670234484 & -0.43193737542 \\
GDS & 26688 & 1.82 & 0.93 & 0.12 & 0.0 & 0.0 & 53.09 & -27.7 & 0.54 & 0.72 & 0.3 & 0.07 & GDS & 9.68 & 1.816 & 4.62 & 0.2 & 10.95 & 0.046 & 0.0194 & 42.8205466956 & 44.5242368546 & 1.17744936838 & 43.1451653298 & 44.6814566623 & -1.11750416152 \\
GDS & 26699 & 1.43 & 1.62 & 0.12 & 0.25 & 0.0 & 53.16 & -27.71 & 0.38 & 0.89 & 0.12 & 0.01 & GDS & 10.05 & 1.439 & 5.28 & 0.3 & 11.56 & 0.04 & 0.0489 & 43.8320538248 & 45.1209711474 & 1.77418366114 & 43.4880662466 & 45.1100828083 & -0.688878015524 \\
GDS & 26736 & 1.61 & 0.57 & 0.0 & 0.12 & 0.0 & 53.11 & -27.71 & 0.0 & 0.89 & 0.23 & 0.01 & GDS & 10.35 & 1.615 & 5.28 & 0.1 & 11.42 & 0.117 & 0.0031 & 42.4941066595 & 45.0013965617 & 1.65460907546 & 43.0345021576 & 44.543127697 & -1.25583312682 \\
GDS & 26788 & 1.43 & 1.17 & 0.25 & 0.0 & 0.25 & 53.1 & -27.71 & 0.15 & 0.88 & 0.19 & 0.01 & GDS & 10.48 & 1.425 & 5.28 & 0.3 & 11.57 & 0.179 & 0.0489 & 43.8420538248 & 45.1309711474 & 1.78418366114 & 43.4914562466 & 45.1143203083 & -0.684640515524 \\
GDS & 26823 & 2.03 & 1.08 & -99.0 & -99.0 & -99.0 & 53.07 & -27.71 & 0.0 & 0.03 & 0.88 & 0.15 & GDS & 9.63 & 2.041 & 5.28 & 0.3 & 11.7 & 0.16 & 0.0489 & 43.9720538248 & 45.2609711474 & 1.91418366114 & 43.5355262466 & 45.1694078083 & -0.629553015524 \\
\end{tabular}
\end{table}
